expression,reading,meaning,tags,guid,example_jp,example_reading_hiragana,example_ko
ブーム,ブーム,붐·열기,JLPT_1 JLPT,FMQ@X9![T+,健康志向を背景に発酵食品のブームが起きた。,けんこうしこうをはいけいにはっこうしょくひんのぶーむがおきた。,건강을 중시하는 흐름을 배경으로 발효 식품 열풍이 일었다.
フォーム,フォーム,폼·형식·거품,JLPT_1 JLPT,N.>_aoM)4S,走るフォームを動画で確認した。,はしるふぉーむをどうがでかくにんした。,달리는 자세를 영상으로 확인했다.
部下,ぶか,부하,JLPT Intermediate_Japanese JLPT_1 Intermediate_Japanese_Ln.9 Genki_Ln.22 Genki,At:l-rSeL9,部下の意見にも耳を傾ける上司だ。,ぶかのいけんにもみみをかたむけるじょうしだ。,부하 직원의 의견에도 귀를 기울이는 상사다.
不可欠,ふかけつ,불가결·필수,JLPT_1 JLPT,$D>BzY&Eq,十分な睡眠は健康の維持に不可欠だ。,じゅうぶんなすいみんはけんこうのいじにふかけつだ。,충분한 수면은 건강 유지에 필수적이다.
ぶかぶか,ぶかぶか,헐렁헐렁,JLPT_1 JLPT,M4TQ1zs9*D,借りた上着は大きすぎてぶかぶかだった。,かりたうわぎはおおきすぎてぶかぶかだった。,빌린 겉옷은 너무 커서 헐렁했다.
不吉,ふきつ,불길함,JLPT_1 JLPT,GG4guCQ>St,黒い雲を見て不吉な予感がした。,くろいくもをみてふきつなよかんがした。,검은 구름을 보고 불길한 예감이 들었다.
不況,ふきょう,불황,JLPT_1 JLPT,NAxBuR@3>.,長引く不況で商店の閉店が相次いだ。,ながびくふきょうでしょうてんのへいてんがあいついだ。,장기 불황으로 상점의 폐업이 잇따랐다.
布巾,ふきん,행주,JLPT_1 JLPT,P<Zf%&wJ!m,濡れた布巾で食卓を拭いた。,ぬれたふきんでしょくたくをふいた。,젖은 행주로 식탁을 닦았다.
複合,ふくごう,복합,JLPT_1 JLPT,p=QT;iGf;n,複数の要因が複合して事故につながった。,ふくすうのよういんがふくごうしてじこにつながった。,여러 요인이 복합적으로 작용해 사고로 이어졌다.
福祉,ふくし,복지,JLPT_1 JLPT,b03!@u1#5V,市は高齢者福祉の充実に力を入れている。,しはこうれいしゃふくしのじゅうじつにちからをいれている。,시는 노인 복지 확충에 힘쓰고 있다.
覆面,ふくめん,복면,JLPT_1 JLPT,QXg#lB9xS_,覆面をした男が店に押し入った。,ふくめんをしたおとこがみせにおしいった。,복면을 쓴 남자가 가게에 들이닥쳤다.
膨れる,ふくれる,부풀다·불룩해지다,JLPT_1 JLPT,"Ie:O+1U,1j",発酵が進むと生地が膨れる。,はっこうがすすむときじがふくれる。,발효가 진행되면 반죽이 부푼다.
不景気,ふけいき,불경기,JLPT_1 JLPT,"iNdMUnu]F,",不景気で客足が遠のいている。,ふけいきできゃくあしがとおのいている。,불경기로 손님의 발길이 줄고 있다.
耽る,ふける,빠지다·몰두하다,JLPT_1 JLPT,v[B)O.T7PD,休日は時間を忘れて読書に耽る。,きゅうじつはじかんをわすれてどくしょにふける。,휴일에는 시간 가는 줄 모르고 독서에 빠진다.
老ける,ふける,나이 먹다·늙다,JLPT_1 JLPT,QZ$)s`u+7V,苦労が重なり、以前より老けて見える。,くろうがかさなり、いぜんよりふけてみえる。,고생이 겹쳐 이전보다 늙어 보인다.
富豪,ふごう,부호·부자,JLPT_1 JLPT,de)G:rS8ob,その富豪は莫大な財産を慈善団体に寄付した。,そのふごうはばくだいなざいさんをじぜんだんたいにきふした。,그 부호는 막대한 재산을 자선 단체에 기부했다.
布告,ふこく,포고,JLPT_1 JLPT,m`EP77(8*G,政府は新しい法令を全国に布告した。,せいふはあたらしいほうれいをぜんこくにふこくした。,정부는 새 법령을 전국에 포고했다.
ブザー,ブザー,부저,JLPT_1 JLPT,C0kjm{<IuS,終了を知らせるブザーが会場に鳴り響いた。,しゅうりょうをしらせるぶざーがかいじょうになりひびいた。,종료를 알리는 부저가 행사장에 울려 퍼졌다.
負債,ふさい,부채·빚,JLPT_1 JLPT,qG<ySRudYV,会社は多額の負債を抱えて経営難に陥った。,かいしゃはたがくのふさいをかかえてけいえいなんにおちいった。,회사는 거액의 부채를 안고 경영난에 빠졌다.
不在,ふざい,부재,JLPT_1 JLPT,rCM+ktTr!?,責任者が不在なので明日また来てください。,せきにんしゃがふざいなのであしたまたきてください。,책임자가 부재중이니 내일 다시 와 주세요.
相応しい,ふさわしい,어울리다·적합하다,JLPT_1 JLPT,j1c*Q9d`L},彼こそ代表に相応しい人物だ。,かれこそだいひょうにふさわしいじんぶつだ。,그야말로 대표에 걸맞은 인물이다.
不順,ふじゅん,불순함,JLPT_1 JLPT,kwTZda>KFz,天候不順で野菜の生育が遅れている。,てんこうふじゅんでやさいのせいいくがおくれている。,변덕스러운 날씨로 채소의 생육이 늦어지고 있다.
負傷,ふしょう,부상,JLPT_1 JLPT,o+oZbWGZ`o,事故で負傷した乗客が病院へ運ばれた。,じこでふしょうしたじょうきゃくがびょういんへはこばれた。,사고로 부상당한 승객이 병원으로 이송되었다.
侮辱,ぶじょく,모욕,JLPT_1 JLPT,g>J&PTIuaT,人前で容姿を笑うのは明らかな侮辱だ。,ひとまえでようしをわらうのはあきらかなぶじょくだ。,사람들 앞에서 외모를 비웃는 것은 명백한 모욕이다.
不審,ふしん,불심·의심스러움,JLPT_1 JLPT,jmIlRt&BUg,深夜に店の周りを歩く男を不審に思った。,しんやにみせのまわりをあるくおとこをふしんにおもった。,한밤중에 가게 주변을 걷는 남자를 수상하게 여겼다.
不振,ふしん,부진,JLPT_1 JLPT,G]_~>elSdu,主力商品の販売が不振に陥っている。,しゅりょくしょうひんのはんばいがふしんにおちいっている。,주력 상품의 판매가 부진에 빠져 있다.
武装,ぶそう,무장,JLPT_1 JLPT,JTlLA8kPQ$,警官は武装した集団に慎重に近づいた。,けいかんはぶそうしたしゅうだんにしんちょうにちかづいた。,경찰관은 무장한 집단에 신중하게 접근했다.
札,ふだ,패·표·패말,JLPT_1 JLPT,P_/*Zy2*:b,門に立入禁止と書かれた札が掛かっている。,もんにたちいりきんしとかかれたふだがかかっている。,문에 출입 금지라고 쓰인 팻말이 걸려 있다.
負担,ふたん,부담,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,Gta/;X`Z+t,家事の負担を家族で公平に分けている。,かじのふたんをかぞくでこうへいにわけている。,가사 부담을 가족이 공평하게 나누고 있다.
不調,ふちょう,부조·상태가 나쁨,JLPT_1 JLPT,j!ymTpYo|(,冷房の不調で部屋がなかなか涼しくならない。,れいぼうのふちょうでへやがなかなかすずしくならない。,냉방 장치의 이상으로 방이 좀처럼 시원해지지 않는다.
復活,ふっかつ,부활,JLPT_1 JLPT,Hga}Pqjl1G,途絶えていた夏祭りが今年復活した。,とだえていたなつまつりがことしふっかつした。,중단되었던 여름 축제가 올해 부활했다.
物議,ぶつぎ,물의·논란,JLPT_1 JLPT,E>jQlZ<@Gi,大臣の不用意な発言が物議を醸した。,だいじんのふよういなはつげんがぶつぎをかもした。,장관의 경솔한 발언이 논란을 일으켰다.
復旧,ふっきゅう,복구,JLPT_1 JLPT,v+skQS.kck,大雪で止まった鉄道が翌朝復旧した。,おおゆきでとまったてつどうがよくあさふっきゅうした。,폭설로 멈춘 철도가 다음 날 아침 복구되었다.
復興,ふっこう,부흥,JLPT_1 JLPT,DSf6z@!#o3,住民が力を合わせて被災した町の復興を進めた。,じゅうみんがちからをあわせてひさいしたまちのふっこうをすすめた。,주민들이 힘을 합쳐 재해를 입은 마을의 재건을 추진했다.
物資,ぶっし,물자,JLPT_1 JLPT,wx*<XPsco8,避難所に食料や毛布などの物資が届いた。,ひなんじょにしょくりょうやもうふなどのぶっしがとどいた。,대피소에 식량과 담요 등의 물자가 도착했다.
仏像,ぶつぞう,불상,JLPT_1 JLPT,oCnal+d5Dm,寺の本堂には古い仏像が安置されている。,てらのほんどうにはふるいぶつぞうがあんちされている。,절의 본당에는 오래된 불상이 안치되어 있다.
物体,ぶったい,물체,JLPT_1 JLPT,vQK(_s<&_e,海岸で正体不明の丸い物体が発見された。,かいがんでしょうたいふめいのまるいぶったいがはっけんされた。,해안에서 정체불명의 둥근 물체가 발견되었다.
沸騰,ふっとう,비등·끓어오름,JLPT_1 JLPT,K!6nK8uJ5*,鍋の湯が沸騰したら火を弱めてください。,なべのゆがふっとうしたらひをよわめてください。,냄비의 물이 끓으면 불을 줄여 주세요.
不当,ふとう,부당함,JLPT_1 JLPT,"AB;-J~^I,j",理由のない解雇は不当だと訴えた。,りゆうのないかいこはふとうだとうったえた。,이유 없는 해고는 부당하다고 호소했다.
不動産,ふどうさん,부동산,JLPT_1 JLPT,Mv%siEq0S4,駅の近くに投資用の不動産を購入した。,えきのちかくにとうしようのふどうさんをこうにゅうした。,역 근처에 투자용 부동산을 구입했다.
無難,ぶなん,무난함,JLPT_1 JLPT,L:*{h+[3Gh,初対面なので無難な話題から会話を始めた。,しょたいめんなのでぶなんなわだいからかいわをはじめた。,첫 만남이라 무난한 화제로 대화를 시작했다.
赴任,ふにん,부임,JLPT_1 JLPT,oAb.`u!o*I,兄は来月から海外支社に赴任する。,あにはらいげつからかいがいししゃにふにんする。,형은 다음 달부터 해외 지사에 부임한다.
腐敗,ふはい,부패,JLPT_1 JLPT,M`8*mP*qtg,気温が高い場所では食品の腐敗が早く進む。,きおんがたかいばしょではしょくひんのふはいがはやくすすむ。,기온이 높은 곳에서는 식품의 부패가 빠르게 진행된다.
不評,ふひょう,불평·평판이 나쁨,JLPT_1 JLPT,uWKg6kq8N?,新しい制服は着心地が悪いと不評だ。,あたらしいせいふくはきごこちがわるいとふひょうだ。,새 교복은 착용감이 나쁘다는 혹평을 받고 있다.
不服,ふふく,불복,JLPT_1 JLPT,efQHJ:1O+%,被告は判決を不服として控訴した。,ひこくははんけつをふふくとしてこうそした。,피고는 판결에 불복해 항소했다.
普遍,ふへん,보편,JLPT_1 JLPT,DU4nCA/=D7,この作品は普遍的な家族愛を描いている。,このさくひんはふへんてきなかぞくあいをえがいている。,이 작품은 보편적인 가족애를 그리고 있다.
踏まえる,ふまえる,입각하다·근거로 하다,JLPT_1 JLPT,FbvWJQ2aYz,調査結果を踏まえて計画を修正した。,ちょうさけっかをふまえてけいかくをしゅうせいした。,조사 결과를 바탕으로 계획을 수정했다.
踏み込む,ふみこむ,발을 들여놓다·침입하다,JLPT_1 JLPT,KsQ]!/u$%%,警察は容疑者が隠れている建物に踏み込んだ。,けいさつはようぎしゃがかくれているたてものにふみこんだ。,경찰은 용의자가 숨어 있는 건물에 들이닥쳤다.
不明,ふめい,불명,JLPT_1 JLPT,c[|*N}]Ng.,大雨で登山者の安否が不明になっている。,おおあめでとざんしゃのあんぴがふめいになっている。,폭우로 등산객의 안전 여부를 알 수 없는 상태다.
部門,ぶもん,부문,JLPT_1 JLPT,fW<r$/Xexi,今年新設された海外部門に配属された。,ことししんせつされたかいがいぶもんにはいぞくされた。,올해 신설된 해외 부문에 배치되었다.
扶養,ふよう,부양,JLPT_1 JLPT,c&|r4tzL6g,幼い子供を二人扶養している。,おさないこどもをふたりふようしている。,어린 자녀 두 명을 부양하고 있다.
ふらふら,ふらふら,흔들흔들·비틀비틀·갈팡질팡,JLPT_1 JLPT,cGi)S~zu?F,熱で頭がふらふらして真っすぐ歩けない。,ねつであたまがふらふらしてまっすぐあるけない。,열 때문에 머리가 어질어질해서 똑바로 걸을 수 없다.
ぶらぶら,ぶらぶら,빈둥빈둥·어슬렁어슬렁,JLPT_1 JLPT,"cSlQ|q,LD<",休日は目的もなく町をぶらぶら歩いた。,きゅうじつはもくてきもなくまちをぶらぶらあるいた。,휴일에는 목적도 없이 거리를 어슬렁어슬렁 걸었다.
振り返る,ふりかえる,뒤돌아보다,JLPT_1 JLPT,i6Y*X-6gv),名前を呼ばれて思わず振り返った。,なまえをよばれておもわずふりかえった。,이름이 불려 나도 모르게 뒤돌아보았다.
振り出し,ふりだし,출발점·(어음) 발행,JLPT_1 JLPT,"A2?E7UEb&,",交渉が決裂し、議論は振り出しに戻った。,こうしょうがけつれつし、ぎろんはふりだしにもどった。,협상이 결렬되어 논의는 원점으로 돌아갔다.
不良,ふりょう,불량,JLPT_1 JLPT,APww5XImb>,検査で不良と判定された製品を取り除いた。,けんさでふりょうとはんていされたせいひんをとりのぞいた。,검사에서 불량으로 판정된 제품을 제거했다.
浮力,ふりょく,부력,JLPT_1 JLPT,DkFrZlvY6D,救命胴衣の浮力で体が水面に浮いた。,きゅうめいどういのふりょくでからだがすいめんにういた。,구명조끼의 부력으로 몸이 수면에 떴다.
武力,ぶりょく,무력,JLPT_1 JLPT,l$;!dayR0#,争いを武力で解決してはならない。,あらそいをぶりょくでかいけつしてはならない。,분쟁을 무력으로 해결해서는 안 된다.
ブル,ブル,불도저·수소,JLPT_1 JLPT,vCf7eeE})t,大型のブルが工事現場の土砂を押しならした。,おおがたのぶるがこうじげんばのどしゃをおしならした。,대형 불도저가 공사 현장의 토사를 밀어 평평하게 했다.
震わせる,ふるわせる,떨게 하다,JLPT_1 JLPT,j:m!@?JEXR,彼は怒りで声を震わせながら抗議した。,かれはいかりでこえをふるわせながらこうぎした。,그는 분노로 목소리를 떨며 항의했다.
無礼,ぶれい,무례,JLPT_1 JLPT,hx5Ck[5*mQ,客に無礼な態度を取ることは許されない。,きゃくにぶれいなたいどをとることはゆるされない。,손님에게 무례한 태도를 보이는 것은 용납되지 않는다.
付録,ふろく,부록,JLPT_1 JLPT,z3>_<:;2Kw,今月号には地図の付録が付いている。,こんげつごうにはちずのふろくがついている。,이번 달 호에는 지도 부록이 딸려 있다.
フロント,フロント,프런트,JLPT_1 JLPT,QB*(L<))Uf,ホテルのフロントで部屋の鍵を受け取った。,ほてるのふろんとでへやのかぎをうけとった。,호텔 프런트에서 객실 열쇠를 받았다.
憤慨,ふんがい,분개,JLPT_1 JLPT,M|ckH|tS}_,市民は公金の不正利用に憤慨した。,しみんはこうきんのふせいりようにふんがいした。,시민들은 공금의 부정 사용에 분개했다.
文化財,ぶんかざい,문화재,JLPT_1 JLPT,GKrt{zi]?g,地震で傷んだ文化財の修復が始まった。,じしんでいたんだぶんかざいのしゅうふくがはじまった。,지진으로 훼손된 문화재의 복원이 시작되었다.
分業,ぶんぎょう,분업,JLPT_1 JLPT,BTtV3{+^[7,工場では工程ごとに分業が進んでいる。,こうじょうではこうていごとにぶんぎょうがすすんでいる。,공장에서는 공정별로 분업이 이루어지고 있다.
文語,ぶんご,문어(서술체),JLPT_1 JLPT,O2yEclYZ/f,古い手紙は文語で書かれていて読みにくかった。,ふるいてがみはぶんごでかかれていてよみにくかった。,오래된 편지는 문어체로 쓰여 있어 읽기 어려웠다.
分散,ぶんさん,분산,JLPT_1 JLPT,w2^IG)[nB&,混雑を避けるため来場時間を分散させた。,こんざつをさけるためらいじょうじかんをぶんさんさせた。,혼잡을 피하려고 방문 시간을 분산시켰다.
分子,ぶんし,분자,JLPT_1 JLPT,rK-5&@bZ0^,水の分子は絶えず動いている。,みずのぶんしはたえずうごいている。,물 분자는 끊임없이 움직이고 있다.
紛失,ふんしつ,분실,JLPT_1 JLPT,j5|sBvq.}8,旅行中に財布を紛失した。,りょこうちゅうにさいふをふんしつした。,여행 중에 지갑을 분실했다.
噴出,ふんしゅつ,분출,JLPT_1 JLPT,D3z2#~XD*U,壊れた管から水が勢いよく噴出した。,こわれたくだからみずがいきおいよくふんしゅつした。,고장 난 관에서 물이 세차게 분출했다.
文書,ぶんしょ,문서,JLPT_1 JLPT,bo]+8nZw?m,合意内容を文書にして双方で保管した。,ごういないようをぶんしょにしてそうほうでほかんした。,합의 내용을 문서로 만들어 양측이 보관했다.
紛争,ふんそう,분쟁,JLPT_1 JLPT,OV3#PrQH78,長年続いた国境紛争がようやく終結した。,ながねんつづいたこっきょうふんそうがようやくしゅうけつした。,오랫동안 이어진 국경 분쟁이 마침내 종결되었다.
ふんだん,ふんだん,풍부함·넉넉함,JLPT_1 JLPT,MwIZm`m=c%,新鮮な野菜をふんだんに使った料理だ。,しんせんなやさいをふんだんにつかったりょうりだ。,신선한 채소를 풍부하게 사용한 요리다.
分担,ぶんたん,분담,JLPT_1 JLPT,gy+k.s^o1O,家事を家族全員で分担している。,かじをかぞくぜんいんでぶんたんしている。,집안일을 가족 모두가 분담하고 있다.
奮闘,ふんとう,분투,JLPT_1 JLPT,L`X>(7GS~^,新人選手は強豪を相手に奮闘した。,しんじんせんしゅはきょうごうをあいてにふんとうした。,신인 선수는 강호를 상대로 분투했다.
分配,ぶんぱい,분배,JLPT_1 JLPT,r[[VI2iWnz,集めた寄付金を各団体に公平に分配した。,あつめたきふきんをかくだんたいにこうへいにぶんぱいした。,모은 기부금을 각 단체에 공평하게 분배했다.
分母,ぶんぼ,분모,JLPT_1 JLPT,BM+H~/z91A,計算の途中で分母をそろえた。,けいさんのとちゅうでぶんぼをそろえた。,계산 도중에 분모를 통일했다.
粉末,ふんまつ,분말,JLPT_1 JLPT,O?vF%vQ*a#,薬草を乾燥させて細かい粉末にした。,やくそうをかんそうさせてこまかいふんまつにした。,약초를 건조해 고운 분말로 만들었다.
分離,ぶんり,분리,JLPT_1 JLPT,u?^XP3ZSZ),卵を黄身と白身に分離する。,たまごをきみとしろみにぶんりする。,달걀을 노른자와 흰자로 분리한다.
分裂,ぶんれつ,분열,JLPT_1 JLPT,FG95S7^tJT,意見の対立で組織が二つに分裂した。,いけんのたいりつでそしきがふたつにぶんれつした。,의견 대립으로 조직이 둘로 분열했다.
ペア,ペア,페어·짝,JLPT_1 JLPT,k=Nb=9qw5N,参加者は隣の人とペアを組んだ。,さんかしゃはとなりのひととぺあをくんだ。,참가자는 옆 사람과 짝을 이뤘다.
兵器,へいき,병기·무기,JLPT_1 JLPT,wAUL<0|lY_,条約で化学兵器の使用が禁じられた。,じょうやくでかがくへいきのしようがきんじられた。,조약으로 화학 무기의 사용이 금지되었다.
閉口,へいこう,말문이 막힘·항복함,JLPT_1 JLPT,g74gm$0hDG,隣人の長話には皆が閉口している。,りんじんのながばなしにはみながへいこうしている。,이웃의 긴 이야기에 모두가 질려 있다.
閉鎖,へいさ,폐쇄,JLPT_1 JLPT,m*Y:Rj#(nz,老朽化した橋は安全のため閉鎖された。,ろうきゅうかしたはしはあんぜんのためへいさされた。,노후한 다리는 안전을 위해 폐쇄되었다.
兵士,へいし,병사·군인,JLPT_1 JLPT,B3%=Tm.br`,若い兵士が国境の警備に当たっている。,わかいへいしがこっきょうのけいびにあたっている。,젊은 병사가 국경 경비를 맡고 있다.
平常,へいじょう,평상시,JLPT_1 JLPT,i$h--6kH#|,列車は事故後も平常どおり運行している。,れっしゃはじこごもへいじょうどおりうんこうしている。,열차는 사고 후에도 평소대로 운행하고 있다.
平方,へいほう,평방·제곱,JLPT_1 JLPT,pZOmk8w#A@,この部屋の面積は二十平方メートルだ。,このへやのめんせきはにじゅうへいほうめーとるだ。,이 방의 면적은 이십 제곱미터다.
並列,へいれつ,병렬,JLPT_1 JLPT,QDMVtj-X)],二個の電池を並列につないだ。,にこのでんちをへいれつにつないだ。,건전지 두 개를 병렬로 연결했다.
ベース,ベース,베이스·기초,JLPT_1 JLPT,m~Et>&CToA,実話をベースにした映画が公開された。,じつわをべーすにしたえいががこうかいされた。,실화를 바탕으로 한 영화가 개봉되었다.
辟易,へきえき,질림·주눅이 듦,JLPT_1 JLPT,wo~f0ok]vp,延々と続く自慢話に皆が辟易した。,えんえんとつづくじまんばなしにみながへきえきした。,끝없이 이어지는 자랑에 모두가 질렸다.
ぺこぺこ,ぺこぺこ,배가 몹시 고픈 모양·굽실굽실,JLPT_1 JLPT,F.Cz<ZL1y8,朝から何も食べず、お腹がぺこぺこだ。,あさからなにもたべず、おなかがぺこぺこだ。,아침부터 아무것도 먹지 않아 배가 몹시 고프다.
ベスト,ベスト,베스트·최선,JLPT_1 JLPT,kVQ_O=hpyu,本番でベストを尽くせるよう練習した。,ほんばんでべすとをつくせるようれんしゅうした。,실전에서 최선을 다할 수 있도록 연습했다.
ベストセラー,ベストセラー,베스트셀러,JLPT_1 JLPT,"k[DIJ,exg`",その小説は発売後すぐにベストセラーになった。,そのしょうせつははつばいごすぐにべすとせらーになった。,그 소설은 발매 후 곧바로 베스트셀러가 되었다.
隔たる,へだたる,거리가 떨어지다,JLPT_1 JLPT,b4BPS$[Q>/,二つの村は山を挟んで遠く隔たっている。,ふたつのむらはやまをはさんでとおくへだたっている。,두 마을은 산을 사이에 두고 멀리 떨어져 있다.
縁,へり,가장자리·테두리,JLPT_1 JLPT,g}BbfTHa#|,布の縁を丁寧に縫った。,ぬののへりをていねいにぬった。,천의 가장자리를 꼼꼼히 꿰맸다.
謙る·遜る,へりくだる,자신을 낮추다·겸손하게 굴다,JLPT_1 JLPT,fb3Sk}Zmt.,目上の人にも必要以上に遜ることはない。,めうえのひとにもひつよういじょうにへりくだることはない。,윗사람에게도 필요 이상으로 자신을 낮출 필요는 없다.
弁解,べんかい,변명,JLPT_1 JLPT,Eu*5BbIK^d,遅刻した彼は苦しい弁解を繰り返した。,ちこくしたかれはくるしいべんかいをくりかえした。,지각한 그는 궁색한 변명을 되풀이했다.
変革,へんかく,변혁,JLPT_1 JLPT,JH(PT>%qS{,新しい技術が産業に大きな変革をもたらした。,あたらしいぎじゅつがさんぎょうにおおきなへんかくをもたらした。,새로운 기술이 산업에 큰 변혁을 가져왔다.
返還,へんかん,반환,JLPT_1 JLPT,F`|5A?wBp8,借りていた土地を期限どおり所有者に返還した。,かりていたとちをきげんどおりしょゆうしゃにへんかんした。,빌렸던 토지를 기한대로 소유자에게 반환했다.
便宜,べんぎ,편의,JLPT_1 JLPT,uw9O+5v>m#,利用者の便宜を図り、受付時間を延長した。,りようしゃのべんぎをはかり、うけつけじかんをえんちょうした。,이용자의 편의를 도모해 접수 시간을 연장했다.
偏見,へんけん,편견,JLPT_1 JLPT,H5~Io~/)~0,出身地だけで人を判断するのは偏見だ。,しゅっしんちだけでひとをはんだんするのはへんけんだ。,출신지만으로 사람을 판단하는 것은 편견이다.
弁護,べんご,변호,JLPT_1 JLPT,rHoP07l#m/,弁護士は法廷で被告を弁護した。,べんごしはほうていでひこくをべんごした。,변호사는 법정에서 피고를 변호했다.
返済,へんさい,변제·상환,JLPT_1 JLPT,G.5i-maV%u,奨学金を十年かけて返済した。,しょうがくきんをじゅうねんかけてへんさいした。,장학금을 십 년에 걸쳐 상환했다.
弁償,べんしょう,변상,JLPT_1 JLPT,H^-g_F:FjG,子供が割った窓ガラスを弁償した。,こどもがわったまどがらすをべんしょうした。,아이가 깬 유리창 값을 물어 주었다.
変遷,へんせん,변천,JLPT_1 JLPT,qt*X5m;y07,写真を通して町並みの変遷をたどった。,しゃしんをとおしてまちなみのへんせんをたどった。,사진을 통해 거리 풍경의 변천을 살펴보았다.
返答,へんとう,답변,JLPT_1 JLPT,A+kZ]*6U1q,質問への返答をしばらく考えた。,しつもんへのへんとうをしばらくかんがえた。,질문에 어떻게 답할지 잠시 생각했다.
変動,へんどう,변동,JLPT_1 JLPT,"giBey3?e,4",原材料の価格は季節によって変動する。,げんざいりょうのかかくはきせつによってへんどうする。,원재료 가격은 계절에 따라 변동한다.
弁論,べんろん,변론,JLPT_1 JLPT,A=n2+Ps#LJ,学生は大会で環境問題について弁論を行った。,がくせいはたいかいでかんきょうもんだいについてべんろんをおこなった。,학생은 대회에서 환경 문제에 관해 변론했다.
穂,ほ,이삭,JLPT_1 JLPT,c0##(*ojkQ,秋になると稲の穂が黄金色に実る。,あきになるといねのほがこがねいろにみのる。,가을이 되면 벼 이삭이 황금빛으로 여문다.
保育,ほいく,보육,JLPT_1 JLPT,i3iCkIhG8y,保育の現場では安全への配慮が欠かせない。,ほいくのげんばではあんぜんへのはいりょがかかせない。,보육 현장에서는 안전에 대한 배려가 필수적이다.
ボイコット,ボイコット,보이콧·불매운동,JLPT_1 JLPT,mR[e%~Ga7o,消費者が値上げに抗議して商品をボイコットした。,しょうひしゃがねあげにこうぎしてしょうひんをぼいこっとした。,소비자들이 가격 인상에 항의해 상품을 불매했다.
ポイント,ポイント,포인트·점수,JLPT_1 JLPT,J#f7z)[.2},説明の重要なポイントを手帳に書いた。,せつめいのじゅうようなぽいんとをてちょうにかいた。,설명의 중요한 요점을 수첩에 적었다.
法案,ほうあん,법안,JLPT_1 JLPT,G67]H`pE*(,新しい法案が国会で可決された。,あたらしいほうあんがこっかいでかけつされた。,새 법안이 국회에서 가결되었다.
防衛,ぼうえい,방위,JLPT_1 JLPT,D~[_4zhU{o,国は沿岸地域の防衛を強化した。,くにはえんがんちいきのぼうえいをきょうかした。,국가는 연안 지역의 방위를 강화했다.
防火,ぼうか,방화,JLPT_1 JLPT,nk53s<H-ud,防火扉の前に荷物を置いてはいけない。,ぼうかとびらのまえににもつをおいてはいけない。,방화문 앞에 짐을 놓아서는 안 된다.
崩壊,ほうかい,붕괴,JLPT_1 JLPT,"jGI8,H>%=u",老朽化した建物が地震で崩壊した。,ろうきゅうかしたたてものがじしんでほうかいした。,노후한 건물이 지진으로 붕괴했다.
妨害,ぼうがい,방해,JLPT_1 JLPT,k0?pSKRG!b,大きな騒音が授業の妨害になった。,おおきなそうおんがじゅぎょうのぼうがいになった。,큰 소음이 수업에 방해가 되었다.
法学,ほうがく,법학,JLPT_1 JLPT,Mp|Wasr2Aa,姉は大学で法学を専攻している。,あねはだいがくでほうがくをせんこうしている。,누나는 대학에서 법학을 전공하고 있다.
封建,ほうけん,봉건,JLPT_1 JLPT,I3}@<tlawU,その国では長く封建制度が続いた。,そのくにではながくほうけんせいどがつづいた。,그 나라에서는 봉건 제도가 오랫동안 이어졌다.
豊作,ほうさく,풍작,JLPT_1 JLPT,DcQa/!NBRf,今年は天候に恵まれて米が豊作だった。,ことしはてんこうにめぐまれてこめがほうさくだった。,올해는 날씨가 좋아 쌀농사가 풍년이었다.
方策,ほうさく,방책,JLPT_1 JLPT,jAYb5%jhb,人口減少を抑える方策を早急に考える。,じんこうげんしょうをおさえるほうさくをさっきゅうにかんがえる。,인구 감소를 억제할 방책을 시급히 강구한다.
奉仕,ほうし,봉사,JLPT_1 JLPT,jl!5Ew9{A&,学生たちは休日に地域社会へ奉仕した。,がくせいたちはきゅうじつにちいきしゃかいへほうしした。,학생들은 휴일에 지역 사회를 위해 봉사했다.
方式,ほうしき,방식,JLPT_1 JLPT,JK5hiz`$ai,支払い方式を現金から電子決済に切り替えた。,しはらいほうしきをげんきんからでんしけっさいにきりかえた。,결제 방식을 현금에서 전자 결제로 전환했다.
放射,ほうしゃ,방사,JLPT_1 JLPT,s&NZ<R!wMX,この装置は四方に強い光を放射する。,このそうちはしほうにつよいひかりをほうしゃする。,이 장치는 사방으로 강한 빛을 방사한다.
放射能,ほうしゃのう,방사능,JLPT_1 JLPT,gGVwqx%~R],検査で土壌から微量の放射能が検出された。,けんさでどじょうからびりょうのほうしゃのうがけんしゅつされた。,검사에서 토양으로부터 미량의 방사능이 검출되었다.
報酬,ほうしゅう,보수,JLPT_1 JLPT,f3~#Hf{b;R,修理を手伝った報酬として食事をごちそうになった。,しゅうりをてつだったほうしゅうとしてしょくじをごちそうになった。,수리를 도와준 대가로 식사를 대접받았다.
放出,ほうしゅつ,방출,JLPT_1 JLPT,sh*BL^`)[I,大雨に備えてダムの水を放出した。,おおあめにそなえてだむのみずをほうしゅつした。,폭우에 대비해 댐의 물을 방출했다.
報じる,ほうじる,보도하다·알리다,JLPT_1 JLPT,JFEJ]`)bZ8,新聞は選挙の結果を大きく報じた。,しんぶんはせんきょのけっかをおおきくほうじた。,신문은 선거 결과를 크게 보도했다.
