expression,reading,meaning,tags,guid
目がさえる,めがさえる,"잠이 안 오다, 눈이 말똥말똥하다",JLPT_1 JLPT,]iimZ3z#VB
目覚ましい,めざましい,"눈부시다, 놀랍다",JLPT_1 JLPT,)t/0J~=BLf
目まぐるしい,めまぐるしい,"눈이 핑핑 돌다, 변화가 빠르다",JLPT_1 JLPT,`[sH)W]BaB
目安,めやす,"목표, 기준",JLPT_1 JLPT,+*^pOQ0rLo
面識,めんしき,"면식, 안면",JLPT_1 JLPT,Jkr%0W|ZK-
免除,めんじょ,면제,JLPT_1 JLPT,"N*m,n=[D9@"
もたらす,もたらす,"가져오다, 초래하다",JLPT_1 JLPT,SX|okG43X&
もはや,もはや,"이제는, 벌써",JLPT_1 JLPT,FBroOEE`r+
養う,やしなう,"양육하다, 기르다",JLPT_1 JLPT,.|&ry1Y0{-
優位,ゆうい,우위(다른 것보다 유리한 입장),JLPT_1 JLPT,C*H1}{CYS+
有数,ゆうすう,"유수, 손꼽힘",JLPT_1 JLPT,q*I}4IdB8c
誘致,ゆうち,(공장이나 기업의) 유치,JLPT_1 JLPT,t2hc9#iMiK
譲る,ゆずる,"넘겨주다, 양도하다",JLPT_1 JLPT,*^VKs@f4+W
要請,ようせい,요청,JLPT_1 JLPT,",*i^z^`WB6"
要望,ようぼう,"요망, 간절히 바람",JLPT_1 JLPT,&SXkXx-.i)
よほど,よほど,"훨씬, 상당히",JLPT_1 JLPT,";(@0U8sS5,"
リタイア,りたいあ,① 기권 ② 은퇴,JLPT_1 JLPT,Y%Oc7x/-4H
両立,りょうりつ,"양립, 병행",JLPT_1 JLPT,?Adb>xd4ZX
連携,れんけい,제휴,JLPT_1 JLPT,W_VL4bA0>P
露骨,ろこつ,노골적임,JLPT_1 JLPT,>!t:wD%>Gk
